id_policy,complete_name,id_car_brand,incident_id,car_color,sum_assured,car_model,current_payment,brand_name,velocity_max_amount,country_name,user_age
1iir1dMidS6554642017,,Infiniti,A,morado,655464.00,2017,true,,,,
1iir1dMidS6554642017,,Infiniti,A,morado,655464.00,2017,true,,,,
1oGdVdYjeQ9037172016,,Infiniti,A,rojo,903717.00,2016,true,,,,
1oGdVdYjeQ9037172016,,Infiniti,A,rojo,903717.00,2016,true,,,,
1xzarEISzd9979632017,,Infiniti,A,naranja,997963.00,2017,true,,,,
1xzarEISzd9979632017,,Infiniti,A,naranja,997963.00,2017,true,,,,
21IiEw3SqS2635772022,,Infiniti,A,morado,263577.00,2022,true,,,,
21IiEw3SqS2635772022,,Infiniti,A,morado,263577.00,2022,true,,,,
24NOPiWADE5997262021,,Infiniti,A,naranja,599726.00,2021,true,,,,
24NOPiWADE5997262021,,Infiniti,A,naranja,599726.00,2021,true,,,,
27GmP9AWRs9200182021,,Infiniti,A,azul,920018.00,2021,true,,,,
27GmP9AWRs9200182021,,Infiniti,A,azul,920018.00,2021,true,,,,
292rI0AUMR6689182017,,Infiniti,A,cafe,668918.00,2017,true,,,,
292rI0AUMR6689182017,,Infiniti,A,cafe,668918.00,2017,true,,,,
2EcaKs9n4C7147862021,,Infiniti,A,cafe,714786.00,2021,true,,,,
2EcaKs9n4C7147862021,,Infiniti,A,cafe,714786.00,2021,true,,,,
2K5U0it0kn5321102022,,Infiniti,A,cafe,532110.00,2022,true,,,,
2K5U0it0kn5321102022,,Infiniti,A,cafe,532110.00,2022,true,,,,
2Mf7H5abwr9261532018,,Infiniti,A,rojo,926153.00,2018,false,,,,
2Mf7H5abwr9261532018,,Infiniti,A,rojo,926153.00,2018,false,,,,
2PieESXpha5434492021,,Infiniti,A,azul,543449.00,2021,true,,,,
2PieESXpha5434492021,,Infiniti,A,azul,543449.00,2021,true,,,,
2PlktELDP66648052017,,Infiniti,A,cafe,664805.00,2017,false,,,,
2PlktELDP66648052017,,Infiniti,A,cafe,664805.00,2017,false,,,,
2SX87D6LRl9014322015,,Infiniti,A,verde,901432.00,2015,true,,,,
2SX87D6LRl9014322015,,Infiniti,A,verde,901432.00,2015,true,,,,
2TdDwHRDf36830632018,,Infiniti,A,azul,683063.00,2018,true,,,,
2TdDwHRDf36830632018,,Infiniti,A,azul,683063.00,2018,true,,,,
2U7Q6HGSd63796062018,,Infiniti,A,verde,379606.00,2018,true,,,,
2U7Q6HGSd63796062018,,Infiniti,A,verde,379606.00,2018,true,,,,
2UgHaWrsbo6940702017,,Infiniti,A,naranja,694070.00,2017,true,,,,
2UgHaWrsbo6940702017,,Infiniti,A,naranja,694070.00,2017,true,,,,
2brhg4NbGg2866462019,,Infiniti,A,gris,286646.00,2019,true,,,,
2brhg4NbGg2866462019,,Infiniti,A,gris,286646.00,2019,true,,,,
2cJ7i3uY8N9495572019,,Infiniti,A,naranja,949557.00,2019,true,,,,
2cJ7i3uY8N9495572019,,Infiniti,A,naranja,949557.00,2019,true,,,,
2dxiLe0Pq63045372018,,Infiniti,A,gris,304537.00,2018,true,,,,
2dxiLe0Pq63045372018,,Infiniti,A,gris,304537.00,2018,true,,,,
2eIRE17ugm7840062017,,Infiniti,A,cafe,784006.00,2017,true,,,,
2eIRE17ugm7840062017,,Infiniti,A,cafe,784006.00,2017,true,,,,
2g9y70MQdx4614192016,,Infiniti,A,verde,461419.00,2016,true,,,,
2g9y70MQdx4614192016,,Infiniti,A,verde,461419.00,2016,true,,,,
2ggqfj97qy8573802017,,Infiniti,A,verde,857380.00,2017,true,,,,
2ggqfj97qy8573802017,,Infiniti,A,verde,857380.00,2017,true,,,,
2k5iXR3T448528082019,,Infiniti,A,rojo,852808.00,2019,true,,,,
2k5iXR3T448528082019,,Infiniti,A,rojo,852808.00,2019,true,,,,
2lHOxFZSTt7042112016,,Infiniti,A,rojo,704211.00,2016,true,,,,
2lHOxFZSTt7042112016,,Infiniti,A,rojo,704211.00,2016,true,,,,
2x1GoZKREb2846002019,,Infiniti,A,cafe,284600.00,2019,false,,,,
2x1GoZKREb2846002019,,Infiniti,A,cafe,284600.00,2019,false,,,,
2xhjg8Yxru8295532016,,Infiniti,A,azul,829553.00,2016,true,,,,
2xhjg8Yxru8295532016,,Infiniti,A,azul,829553.00,2016,true,,,,
31G9RaSaDO4763652019,,Infiniti,A,amarillo,476365.00,2019,true,,,,
31G9RaSaDO4763652019,,Infiniti,A,amarillo,476365.00,2019,true,,,,
31m40qBxoj9900522015,,Infiniti,A,amarillo,990052.00,2015,true,,,,
31m40qBxoj9900522015,,Infiniti,A,amarillo,990052.00,2015,true,,,,
39xy3OnzXE4506902016,,Infiniti,A,cafe,450690.00,2016,true,,,,
39xy3OnzXE4506902016,,Infiniti,A,cafe,450690.00,2016,true,,,,
3DAHPFlEFI8612102017,,Infiniti,A,rosa,861210.00,2017,true,,,,
3DAHPFlEFI8612102017,,Infiniti,A,rosa,861210.00,2017,true,,,,
3IiNxgFQNz6233362018,,Infiniti,A,verde,623336.00,2018,true,,,,
3IiNxgFQNz6233362018,,Infiniti,A,verde,623336.00,2018,true,,,,
3OEnY5jdjI5833182019,,Infiniti,A,morado,583318.00,2019,true,,,,
3OEnY5jdjI5833182019,,Infiniti,A,morado,583318.00,2019,true,,,,
3cQX5Octa36661962017,,Infiniti,A,amarillo,666196.00,2017,true,,,,
3cQX5Octa36661962017,,Infiniti,A,amarillo,666196.00,2017,true,,,,
3k8AeDhApZ4332032015,,Infiniti,A,rosa,433203.00,2015,true,,,,
3k8AeDhApZ4332032015,,Infiniti,A,rosa,433203.00,2015,true,,,,
3oRTS56mJY8469792017,,Infiniti,A,blanco,846979.00,2017,true,,,,
3oRTS56mJY8469792017,,Infiniti,A,blanco,846979.00,2017,true,,,,
3sNVsP50134960902016,,Infiniti,A,negro,496090.00,2016,true,,,,
3sNVsP50134960902016,,Infiniti,A,negro,496090.00,2016,true,,,,
3yNXGzjLwJ3439482015,,Infiniti,A,rosa,343948.00,2015,true,,,,
3yNXGzjLwJ3439482015,,Infiniti,A,rosa,343948.00,2015,true,,,,
40yJGQyEaB3117522018,,Infiniti,A,amarillo,311752.00,2018,false,,,,
40yJGQyEaB3117522018,,Infiniti,A,amarillo,311752.00,2018,false,,,,
41CSh2grui5105352022,,Infiniti,A,blanco,510535.00,2022,true,,,,
41CSh2grui5105352022,,Infiniti,A,blanco,510535.00,2022,true,,,,
41kNB6Tmik6324472018,,Infiniti,A,blanco,632447.00,2018,false,,,,
41kNB6Tmik6324472018,,Infiniti,A,blanco,632447.00,2018,false,,,,
43ZyHQITOj8426042022,,Infiniti,A,verde,842604.00,2022,false,,,,
43ZyHQITOj8426042022,,Infiniti,A,verde,842604.00,2022,false,,,,
4BADDikyKG3242632016,,Infiniti,A,negro,324263.00,2016,true,,,,
4BADDikyKG3242632016,,Infiniti,A,negro,324263.00,2016,true,,,,
4DLtFH4BB02591082019,,Infiniti,A,rosa,259108.00,2019,true,,,,
4DLtFH4BB02591082019,,Infiniti,A,rosa,259108.00,2019,true,,,,
4ESOC1Jott6320752015,,Infiniti,A,amarillo,632075.00,2015,false,,,,
4ESOC1Jott6320752015,,Infiniti,A,amarillo,632075.00,2015,false,,,,
4FGXXtnhpx5318352021,,Infiniti,A,rojo,531835.00,2021,true,,,,
4FGXXtnhpx5318352021,,Infiniti,A,rojo,531835.00,2021,true,,,,
4GsZZzW1eJ6981812015,,Infiniti,A,naranja,698181.00,2015,true,,,,
4GsZZzW1eJ6981812015,,Infiniti,A,naranja,698181.00,2015,true,,,,
4UkdYxAlmV4387722018,,Infiniti,A,amarillo,438772.00,2018,true,,,,
4UkdYxAlmV4387722018,,Infiniti,A,amarillo,438772.00,2018,true,,,,
4YJAMpirk83257852022,,Infiniti,A,verde,325785.00,2022,false,,,,
4YJAMpirk83257852022,,Infiniti,A,verde,325785.00,2022,false,,,,
4ZAMj67Bew9967532015,,Infiniti,A,blanco,996753.00,2015,true,,,,
4ZAMj67Bew9967532015,,Infiniti,A,blanco,996753.00,2015,true,,,,
4ZipyNrVMR9225532017,,Infiniti,A,rosa,922553.00,2017,true,,,,
4ZipyNrVMR9225532017,,Infiniti,A,rosa,922553.00,2017,true,,,,
4dGWqeULKD6625792021,,Infiniti,A,rosa,662579.00,2021,true,,,,
4dGWqeULKD6625792021,,Infiniti,A,rosa,662579.00,2021,true,,,,
4fE7aCsoK38379382015,,Infiniti,A,gris,837938.00,2015,true,,,,
4fE7aCsoK38379382015,,Infiniti,A,gris,837938.00,2015,true,,,,
4lFfMRH0YH9114672020,,Infiniti,A,naranja,911467.00,2020,true,,,,
4lFfMRH0YH9114672020,,Infiniti,A,naranja,911467.00,2020,true,,,,
4vekYxXAVN9655932021,,Infiniti,A,azul,965593.00,2021,true,,,,
4vekYxXAVN9655932021,,Infiniti,A,azul,965593.00,2021,true,,,,
4vmGbo4qia5696612016,,Infiniti,A,rosa,569661.00,2016,true,,,,
4vmGbo4qia5696612016,,Infiniti,A,rosa,569661.00,2016,true,,,,
4xnibPZNcE2669312020,,Infiniti,A,rosa,266931.00,2020,true,,,,
4xnibPZNcE2669312020,,Infiniti,A,rosa,266931.00,2020,true,,,,
50EQYz0qNf5216012016,,Infiniti,A,negro,521601.00,2016,true,,,,
50EQYz0qNf5216012016,,Infiniti,A,negro,521601.00,2016,true,,,,
58YQmxa4pa4592452021,,Infiniti,A,rojo,459245.00,2021,false,,,,
58YQmxa4pa4592452021,,Infiniti,A,rojo,459245.00,2021,false,,,,
59ywHNwwch3214632016,,Infiniti,A,morado,321463.00,2016,true,,,,
59ywHNwwch3214632016,,Infiniti,A,morado,321463.00,2016,true,,,,
59zncIhxSa5116332020,,Infiniti,A,naranja,511633.00,2020,true,,,,
59zncIhxSa5116332020,,Infiniti,A,naranja,511633.00,2020,true,,,,
5ABSjbGNX08143052015,,Infiniti,A,verde,814305.00,2015,true,,,,
5ABSjbGNX08143052015,,Infiniti,A,verde,814305.00,2015,true,,,,
5DKPRlI3yj6268252020,,Infiniti,A,cafe,626825.00,2020,true,,,,
5DKPRlI3yj6268252020,,Infiniti,A,cafe,626825.00,2020,true,,,,
5HjjRQxQZ17154392019,,Infiniti,A,amarillo,715439.00,2019,true,,,,
5HjjRQxQZ17154392019,,Infiniti,A,amarillo,715439.00,2019,true,,,,
5PfOsJ6UVO3247802015,,Infiniti,A,azul,324780.00,2015,true,,,,
5PfOsJ6UVO3247802015,,Infiniti,A,azul,324780.00,2015,true,,,,
5TQxS54o7g2722292022,,Infiniti,A,cafe,272229.00,2022,true,,,,
5TQxS54o7g2722292022,,Infiniti,A,cafe,272229.00,2022,true,,,,
5TXQCMKN6T7925002020,,Infiniti,A,rosa,792500.00,2020,true,,,,
5TXQCMKN6T7925002020,,Infiniti,A,rosa,792500.00,2020,true,,,,
5ZIDqy7MwC6930962016,,Infiniti,A,negro,693096.00,2016,true,,,,
5ZIDqy7MwC6930962016,,Infiniti,A,negro,693096.00,2016,true,,,,
5ZSxkoDZ1n6757572015,,Infiniti,A,amarillo,675757.00,2015,true,,,,
5ZSxkoDZ1n6757572015,,Infiniti,A,amarillo,675757.00,2015,true,,,,
5ZkMlpbFD88730582015,,Infiniti,A,morado,873058.00,2015,true,,,,
5ZkMlpbFD88730582015,,Infiniti,A,morado,873058.00,2015,true,,,,
5jePnaNKWI2717942017,,Infiniti,A,verde,271794.00,2017,true,,,,
5jePnaNKWI2717942017,,Infiniti,A,verde,271794.00,2017,true,,,,
5kD9T7GFor4885352015,,Infiniti,A,azul,488535.00,2015,false,,,,
5kD9T7GFor4885352015,,Infiniti,A,azul,488535.00,2015,false,,,,
5kKzBQ531M3319122021,,Infiniti,A,blanco,331912.00,2021,true,,,,
5kKzBQ531M3319122021,,Infiniti,A,blanco,331912.00,2021,true,,,,
5l08slmvFR9508482018,,Infiniti,A,naranja,950848.00,2018,true,,,,
5l08slmvFR9508482018,,Infiniti,A,naranja,950848.00,2018,true,,,,
5rcSCofC4m8971782016,,Infiniti,A,naranja,897178.00,2016,true,,,,
5rcSCofC4m8971782016,,Infiniti,A,naranja,897178.00,2016,true,,,,
5v9ILomVfD3183432015,,Infiniti,A,morado,318343.00,2015,true,,,,
5v9ILomVfD3183432015,,Infiniti,A,morado,318343.00,2015,true,,,,
5vDE5qHaAp5714842017,,Infiniti,A,rojo,571484.00,2017,false,,,,
5vDE5qHaAp5714842017,,Infiniti,A,rojo,571484.00,2017,false,,,,
5yoztgebGj2923442018,,Infiniti,A,naranja,292344.00,2018,false,,,,
5yoztgebGj2923442018,,Infiniti,A,naranja,292344.00,2018,false,,,,
61QdRjPJYE7640022019,,Infiniti,A,naranja,764002.00,2019,true,,,,
61QdRjPJYE7640022019,,Infiniti,A,naranja,764002.00,2019,true,,,,
68UYGZIa1d3234482017,,Infiniti,A,gris,323448.00,2017,true,,,,
68UYGZIa1d3234482017,,Infiniti,A,gris,323448.00,2017,true,,,,
6IXlldGRBY7844522021,,Infiniti,A,gris,784452.00,2021,true,,,,
6IXlldGRBY7844522021,,Infiniti,A,gris,784452.00,2021,true,,,,
6OOwyWSSAe7193372016,,Infiniti,A,negro,719337.00,2016,true,,,,
6OOwyWSSAe7193372016,,Infiniti,A,negro,719337.00,2016,true,,,,
6WbSb2dmdG5603432019,,Infiniti,A,verde,560343.00,2019,true,,,,
6WbSb2dmdG5603432019,,Infiniti,A,verde,560343.00,2019,true,,,,
6ZNHSGvHPa7161092018,,Infiniti,A,azul,716109.00,2018,true,,,,
6ZNHSGvHPa7161092018,,Infiniti,A,azul,716109.00,2018,true,,,,
6g37VtYoLV2641942017,,Infiniti,A,gris,264194.00,2017,true,,,,
6g37VtYoLV2641942017,,Infiniti,A,gris,264194.00,2017,true,,,,
6mIwgBBcS58198942020,,Infiniti,A,morado,819894.00,2020,true,,,,
6mIwgBBcS58198942020,,Infiniti,A,morado,819894.00,2020,true,,,,
6qCfyMpiQz8779632015,,Infiniti,A,naranja,877963.00,2015,true,,,,
6qCfyMpiQz8779632015,,Infiniti,A,naranja,877963.00,2015,true,,,,
6qRZNvECX77239362019,,Infiniti,A,naranja,723936.00,2019,true,,,,
6qRZNvECX77239362019,,Infiniti,A,naranja,723936.00,2019,true,,,,
6sq5mqtS3j3733562016,,Infiniti,A,rojo,373356.00,2016,true,,,,
6sq5mqtS3j3733562016,,Infiniti,A,rojo,373356.00,2016,true,,,,
6uOb90zxQW5680342022,,Infiniti,A,cafe,568034.00,2022,true,,,,
6uOb90zxQW5680342022,,Infiniti,A,cafe,568034.00,2022,true,,,,
72Fw18NLxe7911112015,,Infiniti,A,amarillo,791111.00,2015,true,,,,
72Fw18NLxe7911112015,,Infiniti,A,amarillo,791111.00,2015,true,,,,
76Bwuc3O1W4968082019,,Infiniti,A,gris,496808.00,2019,true,,,,
76Bwuc3O1W4968082019,,Infiniti,A,gris,496808.00,2019,true,,,,
77e4KkGKcI6200132018,,Infiniti,A,blanco,620013.00,2018,true,,,,
77e4KkGKcI6200132018,,Infiniti,A,blanco,620013.00,2018,true,,,,
78CTv7ypHv5682862020,,Infiniti,A,amarillo,568286.00,2020,true,,,,
78CTv7ypHv5682862020,,Infiniti,A,amarillo,568286.00,2020,true,,,,
7HtdJ23fpQ6851172020,,Infiniti,A,cafe,685117.00,2020,true,,,,
7HtdJ23fpQ6851172020,,Infiniti,A,cafe,685117.00,2020,true,,,,
7JCZtKo96b3283032021,,Infiniti,A,blanco,328303.00,2021,true,,,,
7JCZtKo96b3283032021,,Infiniti,A,blanco,328303.00,2021,true,,,,
7JQKj4FveK6189592020,,Infiniti,A,blanco,618959.00,2020,true,,,,
7JQKj4FveK6189592020,,Infiniti,A,blanco,618959.00,2020,true,,,,
7Kutf53V4k3259722015,,Infiniti,A,morado,325972.00,2015,true,,,,
7Kutf53V4k3259722015,,Infiniti,A,morado,325972.00,2015,true,,,,
7MrVfvBaM67143882019,,Infiniti,A,morado,714388.00,2019,true,,,,
7MrVfvBaM67143882019,,Infiniti,A,morado,714388.00,2019,true,,,,
7cGOa5GPZZ8506982015,,Infiniti,A,amarillo,850698.00,2015,true,,,,
7cGOa5GPZZ8506982015,,Infiniti,A,amarillo,850698.00,2015,true,,,,
7cyeGclH712838372021,,Infiniti,A,morado,283837.00,2021,true,,,,
7cyeGclH712838372021,,Infiniti,A,morado,283837.00,2021,true,,,,
7hC8to6t0S9045462016,,Infiniti,A,azul,904546.00,2016,true,,,,
7hC8to6t0S9045462016,,Infiniti,A,azul,904546.00,2016,true,,,,
7tOgnkWucG8014662022,,Infiniti,A,naranja,801466.00,2022,true,,,,
7tOgnkWucG8014662022,,Infiniti,A,naranja,801466.00,2022,true,,,,
7wTYyCAEKQ6218972017,,Infiniti,A,naranja,621897.00,2017,true,,,,
7wTYyCAEKQ6218972017,,Infiniti,A,naranja,621897.00,2017,true,,,,
7xHsIaGEmi9673592019,,Infiniti,A,amarillo,967359.00,2019,true,,,,
7xHsIaGEmi9673592019,,Infiniti,A,amarillo,967359.00,2019,true,,,,
7ywpvpQnba5545492020,,Infiniti,A,blanco,554549.00,2020,true,,,,
7ywpvpQnba5545492020,,Infiniti,A,blanco,554549.00,2020,true,,,,
00Mb3DuaIH5645772019,,Peugeot,A,verde,564577.00,2019,true,,,,
00Mb3DuaIH5645772019,,Peugeot,A,verde,564577.00,2019,true,,,,
01uzxSsCYv2620892016,,Alpina,A,gris,262089.00,2016,true,,,,
01uzxSsCYv2620892016,,Alpina,A,gris,262089.00,2016,true,,,,
09wQ63NTf25901122021,,Alpina,A,cafe,590112.00,2021,true,,,,
09wQ63NTf25901122021,,Alpina,A,cafe,590112.00,2021,true,,,,
0AfYeE3bfJ3452762018,,Alpina,A,morado,345276.00,2018,true,,,,
0AfYeE3bfJ3452762018,,Alpina,A,morado,345276.00,2018,true,,,,
0BpvXGsJLc2989132016,,Alpina,A,amarillo,298913.00,2016,true,,,,
0BpvXGsJLc2989132016,,Alpina,A,amarillo,298913.00,2016,true,,,,
0DAq2CvDr28798132021,,Peugeot,A,gris,879813.00,2021,true,,,,
0DAq2CvDr28798132021,,Peugeot,A,gris,879813.00,2021,true,,,,
0EksFO2VHT3407112021,,Peugeot,A,naranja,340711.00,2021,true,,,,
0EksFO2VHT3407112021,,Peugeot,A,naranja,340711.00,2021,true,,,,
0F4tIBbH1J4484422020,,Alpina,A,cafe,448442.00,2020,true,,,,
0F4tIBbH1J4484422020,,Alpina,A,cafe,448442.00,2020,true,,,,
0FHawPiXoF9835952016,,Alpina,A,blanco,983595.00,2016,false,,,,
0FHawPiXoF9835952016,,Alpina,A,blanco,983595.00,2016,false,,,,
0FajeedO3q6781252015,,Alpina,A,morado,678125.00,2015,true,,,,
0FajeedO3q6781252015,,Alpina,A,morado,678125.00,2015,true,,,,
0FgWlxTTPu7755232021,,Peugeot,A,gris,775523.00,2021,true,,,,
0FgWlxTTPu7755232021,,Peugeot,A,gris,775523.00,2021,true,,,,
0HQRK2UF0g3588792020,,Peugeot,A,gris,358879.00,2020,true,,,,
0HQRK2UF0g3588792020,,Peugeot,A,gris,358879.00,2020,true,,,,
0JD30xT58Z6265022022,,Alpina,A,verde,626502.00,2022,true,,,,
0JD30xT58Z6265022022,,Alpina,A,verde,626502.00,2022,true,,,,
0JFBf2PloR3318652021,,Alpina,A,azul,331865.00,2021,true,,,,
0JFBf2PloR3318652021,,Alpina,A,azul,331865.00,2021,true,,,,
0KiKfllNTm3146392016,,Peugeot,A,rosa,314639.00,2016,false,,,,
0KiKfllNTm3146392016,,Peugeot,A,rosa,314639.00,2016,false,,,,
0OqFmpyPJN9187252015,,Peugeot,A,verde,918725.00,2015,true,,,,
0OqFmpyPJN9187252015,,Peugeot,A,verde,918725.00,2015,true,,,,
0P8Yzsdr1X9738392019,,Peugeot,A,verde,973839.00,2019,false,,,,
0P8Yzsdr1X9738392019,,Peugeot,A,verde,973839.00,2019,false,,,,
0P9rK38Mhc6784112016,,Alpina,A,cafe,678411.00,2016,true,,,,
0P9rK38Mhc6784112016,,Alpina,A,cafe,678411.00,2016,true,,,,
0Pxb03bkvD4586382016,,Alpina,A,rojo,458638.00,2016,true,,,,
0Pxb03bkvD4586382016,,Alpina,A,rojo,458638.00,2016,true,,,,
0QTKCUv1sc6643542016,,Alpina,A,blanco,664354.00,2016,true,,,,
0QTKCUv1sc6643542016,,Alpina,A,blanco,664354.00,2016,true,,,,
0RE2t38eFH5353162021,,Alpina,A,blanco,535316.00,2021,true,,,,
0RE2t38eFH5353162021,,Alpina,A,blanco,535316.00,2021,true,,,,
0SYaGAkXYx8430982018,,Alpina,A,morado,843098.00,2018,true,,,,
0SYaGAkXYx8430982018,,Alpina,A,morado,843098.00,2018,true,,,,
0SbKWYPENs6757552017,,Peugeot,A,negro,675755.00,2017,true,,,,
0SbKWYPENs6757552017,,Peugeot,A,negro,675755.00,2017,true,,,,
0TixDFgfYx7847262020,,Alpina,A,negro,784726.00,2020,false,,,,
0TixDFgfYx7847262020,,Alpina,A,negro,784726.00,2020,false,,,,
0ZpCLkbhwN3145752017,,Alpina,A,cafe,314575.00,2017,false,,,,
0ZpCLkbhwN3145752017,,Alpina,A,cafe,314575.00,2017,false,,,,
0a1oBhCwM29715422015,,Alpina,A,morado,971542.00,2015,true,,,,
0a1oBhCwM29715422015,,Alpina,A,morado,971542.00,2015,true,,,,
0cm4LVbmhc4767312017,,Peugeot,A,azul,476731.00,2017,true,,,,
0cm4LVbmhc4767312017,,Peugeot,A,azul,476731.00,2017,true,,,,
0dH63kqXzy7343012018,,Alpina,A,gris,734301.00,2018,true,,,,
0dH63kqXzy7343012018,,Alpina,A,gris,734301.00,2018,true,,,,
0hL8yBivUa7510762015,,Alpina,A,gris,751076.00,2015,true,,,,
0hL8yBivUa7510762015,,Alpina,A,gris,751076.00,2015,true,,,,
0i3aY3ZKOI4086682022,,Peugeot,A,naranja,408668.00,2022,true,,,,
0i3aY3ZKOI4086682022,,Peugeot,A,naranja,408668.00,2022,true,,,,
0ipgd8PPFz2598582020,,Alpina,A,gris,259858.00,2020,true,,,,
0ipgd8PPFz2598582020,,Alpina,A,gris,259858.00,2020,true,,,,
0kL33vx7ut3284562022,,Alpina,A,negro,328456.00,2022,true,,,,
0kL33vx7ut3284562022,,Alpina,A,negro,328456.00,2022,true,,,,
0lIWS0BVCS6649772022,,Alpina,A,amarillo,664977.00,2022,true,,,,
0lIWS0BVCS6649772022,,Alpina,A,amarillo,664977.00,2022,true,,,,
0mgUN1g5hq9845442020,,Alpina,A,blanco,984544.00,2020,true,,,,
0mgUN1g5hq9845442020,,Alpina,A,blanco,984544.00,2020,true,,,,
0nj8HVC0PU8585592017,,Alpina,A,rosa,858559.00,2017,true,,,,
0nj8HVC0PU8585592017,,Alpina,A,rosa,858559.00,2017,true,,,,
0oFIUSoeZD7548682020,,Peugeot,A,amarillo,754868.00,2020,true,,,,
0oFIUSoeZD7548682020,,Peugeot,A,amarillo,754868.00,2020,true,,,,
0qUWiRLFnF3597612020,,Alpina,A,morado,359761.00,2020,true,,,,
0qUWiRLFnF3597612020,,Alpina,A,morado,359761.00,2020,true,,,,
0rjIJtcskv9596912019,,Peugeot,A,naranja,959691.00,2019,true,,,,
0rjIJtcskv9596912019,,Peugeot,A,naranja,959691.00,2019,true,,,,
0uASTkKRy23315102020,,Peugeot,A,amarillo,331510.00,2020,true,,,,
0uASTkKRy23315102020,,Peugeot,A,amarillo,331510.00,2020,true,,,,
0wMBON83H95698322017,,Alpina,A,verde,569832.00,2017,true,,,,
0wMBON83H95698322017,,Alpina,A,verde,569832.00,2017,true,,,,
0xd9lunaIh9821562019,,Alpina,A,gris,982156.00,2019,true,,,,
0xd9lunaIh9821562019,,Alpina,A,gris,982156.00,2019,true,,,,
0z5ZPs57J28555702016,,Alpina,A,rosa,855570.00,2016,true,,,,
0z5ZPs57J28555702016,,Alpina,A,rosa,855570.00,2016,true,,,,
0zMzyHAeMv8355302019,,Alpina,A,rojo,835530.00,2019,true,,,,
0zMzyHAeMv8355302019,,Alpina,A,rojo,835530.00,2019,true,,,,
105RhhiVpZ8995952017,,Alpina,A,negro,899595.00,2017,true,,,,
105RhhiVpZ8995952017,,Alpina,A,negro,899595.00,2017,true,,,,
107QOCP6zN7658212017,,Alpina,A,gris,765821.00,2017,false,,,,
107QOCP6zN7658212017,,Alpina,A,gris,765821.00,2017,false,,,,
11VhIYq0879129142018,,Peugeot,A,blanco,912914.00,2018,true,,,,
11VhIYq0879129142018,,Peugeot,A,blanco,912914.00,2018,true,,,,
127QTOFJsJ9639712020,,Alpina,A,rosa,963971.00,2020,true,,,,
127QTOFJsJ9639712020,,Alpina,A,rosa,963971.00,2020,true,,,,
12IODkSXAd4772032017,,Alpina,A,rojo,477203.00,2017,false,,,,
12IODkSXAd4772032017,,Alpina,A,rojo,477203.00,2017,false,,,,
12g7rZrJPk3725932018,,Peugeot,A,negro,372593.00,2018,true,,,,
12g7rZrJPk3725932018,,Peugeot,A,negro,372593.00,2018,true,,,,
13Haykexil7785592015,,Peugeot,A,cafe,778559.00,2015,false,,,,
13Haykexil7785592015,,Peugeot,A,cafe,778559.00,2015,false,,,,
13JRjlRaNx8500712018,,Alpina,A,verde,850071.00,2018,true,,,,
13JRjlRaNx8500712018,,Alpina,A,verde,850071.00,2018,true,,,,
14gvJ0EL8r5424702016,,Peugeot,A,azul,542470.00,2016,true,,,,
14gvJ0EL8r5424702016,,Peugeot,A,azul,542470.00,2016,true,,,,
15MOVzh3Zn3396402016,,Peugeot,A,cafe,339640.00,2016,false,,,,
15MOVzh3Zn3396402016,,Peugeot,A,cafe,339640.00,2016,false,,,,
16r3p9zsid6019862022,,Peugeot,A,negro,601986.00,2022,false,,,,
16r3p9zsid6019862022,,Peugeot,A,negro,601986.00,2022,false,,,,
18JGzW0dh44586132019,,Alpina,A,gris,458613.00,2019,true,,,,
18JGzW0dh44586132019,,Alpina,A,gris,458613.00,2019,true,,,,
1C95xz7Geh3570052015,,Alpina,A,negro,357005.00,2015,true,,,,
1C95xz7Geh3570052015,,Alpina,A,negro,357005.00,2015,true,,,,
1EOcezY4qM5063502018,,Alpina,A,rojo,506350.00,2018,true,,,,
1EOcezY4qM5063502018,,Alpina,A,rojo,506350.00,2018,true,,,,
1F6VtyBAeS8314812017,,Peugeot,A,verde,831481.00,2017,true,,,,
1F6VtyBAeS8314812017,,Peugeot,A,verde,831481.00,2017,true,,,,
1FBi1YWCAx3154212018,,Peugeot,A,azul,315421.00,2018,true,,,,
1FBi1YWCAx3154212018,,Peugeot,A,azul,315421.00,2018,true,,,,
1IHry4l3wj4805572020,,Alpina,A,naranja,480557.00,2020,true,,,,
1IHry4l3wj4805572020,,Alpina,A,naranja,480557.00,2020,true,,,,
1J8eloMCb35201292020,,Alpina,A,negro,520129.00,2020,false,,,,
1J8eloMCb35201292020,,Alpina,A,negro,520129.00,2020,false,,,,
1JqcZQCnxj5007222016,,Alpina,A,cafe,500722.00,2016,true,,,,
1JqcZQCnxj5007222016,,Alpina,A,cafe,500722.00,2016,true,,,,
1KY68JDu3r7613762017,,Alpina,A,negro,761376.00,2017,true,,,,
1KY68JDu3r7613762017,,Alpina,A,negro,761376.00,2017,true,,,,
1L1KACnk6Z6681492015,,Alpina,A,azul,668149.00,2015,true,,,,
1L1KACnk6Z6681492015,,Alpina,A,azul,668149.00,2015,true,,,,
1SAkL1mYNJ3405282019,,Alpina,A,negro,340528.00,2019,true,,,,
1SAkL1mYNJ3405282019,,Alpina,A,negro,340528.00,2019,true,,,,
1Sf0q7xA418449562020,,Peugeot,A,amarillo,844956.00,2020,true,,,,
1Sf0q7xA418449562020,,Peugeot,A,amarillo,844956.00,2020,true,,,,
